epoch,train_loss,val_loss,val_mae,val_psnr,val_ssim,learning_rate
23,0.23585094296684306,0.18390085827559233,0.18390085827559233,16.927206739783287,0.4441714065378619,8.90084033632773e-05
24,0.2348621926300955,0.18820069823414087,0.18820069823414087,17.136627361178398,0.42730073792336043,8.806258297834869e-05
25,0.23437817530771524,0.18163505289703608,0.18163505289703608,16.909084841609,0.45731785813404713,8.70839025898255e-05
26,0.2330938265709798,0.2000924116000533,0.2000924116000533,16.165902391076088,0.4265275029283657,8.607333488157526e-05
27,0.23022701838905643,0.17220573127269745,0.17220573127269745,17.371491119265556,0.47430549203272676,8.503188422940688e-05
28,0.2307896921998773,0.17704282607883215,0.17704282607883215,17.237234860658646,0.4695083170081489,8.396058570284834e-05
29,0.22904557088415597,0.18142729438841343,0.18142729438841343,16.955401971936226,0.4620494582122774,8.286050403642106e-05
30,0.22840947197972783,0.17175336554646492,0.17175336554646492,17.294546887278557,0.4766589881304526,8.173273257142627e-05
31,0.22628196478835452,0.17549967858940363,0.17549967858940363,17.210950329899788,0.47264215954055544,8.057839216930437e-05
32,0.22586275061482816,0.17150415293872356,0.17150415293872356,17.425761371850967,0.47749818314332515,7.939863009764152e-05
33,0.22450992028541786,0.17308438289910555,0.17308438289910555,17.28324346244335,0.47755200789833907,7.819461888993166e-05
34,0.2242330567997276,0.17109966650605202,0.17109966650605202,17.38866850733757,0.4786431202519452,7.696755518022582e-05
35,0.2239395204116057,0.16522605251520872,0.16522605251520872,17.72763393819332,0.484583106750506,7.571865851383096e-05
36,0.22249738853667714,0.18252918682992458,0.18252918682992458,17.12510474026203,0.4697679202290601,7.444917013523647e-05
37,0.2226704836606055,0.1731771733611822,0.1731771733611822,17.350256070494652,0.473846114546177,7.31603517544772e-05
38,0.22183024381137373,0.16937268059700727,0.16937268059700727,17.368595004081726,0.4889249932166422,7.18534842931508e-05
39,0.21946105979721775,0.16433554142713547,0.16433554142713547,17.7506260573864,0.4899291047913721,7.052986661134996e-05
40,0.21879675004540677,0.1790817091241479,0.1790817091241479,17.04309917986393,0.46181826351676136,6.919081421675552e-05
41,0.2172506736026165,0.17721260990947485,0.17721260990947485,16.940901204943657,0.4823223270068411,6.783765795718225e-05
42,0.2185297250316981,0.16811253037303686,0.16811253037303686,17.563287317752838,0.4742662981589092,6.647174269789896e-05
43,0.2166128358687151,0.16806199960410595,0.16806199960410595,17.444650754332542,0.49449109067063546,6.509442598499794e-05
44,0.2169193493719037,0.1673415657132864,0.1673415657132864,17.549050748348236,0.4865718522487441,6.370707669616737e-05
45,0.21408812845618866,0.15537344943732023,0.15537344943732023,18.103931695222855,0.5104460669172113,6.231107368019941e-05
46,0.2172970603869169,0.17658799048513174,0.17658799048513174,17.053353935480118,0.483662820551217,6.0907804386590815e-05
47,0.2157948788230504,0.17945991549640894,0.17945991549640894,17.044772282242775,0.4658186202432262,5.9498663486586444e-05
48,0.2147785188511387,0.16478429175913334,0.16478429175913334,17.68584668636322,0.4917705180196208,5.808505148707878e-05
49,0.2143968440747236,0.16696065571159124,0.16696065571159124,17.49344363808632,0.48965091511490755,5.666837333865529e-05
50,0.21517916025832207,0.16427340824157,0.16427340824157,17.582332342863083,0.4946169230970554,5.525003703926581e-05
51,0.21339034677539276,0.17708936519920826,0.17708936519920826,17.051262855529785,0.48254305303271394,5.3831452234851326e-05
52,0.21312269794823294,0.15941305737942457,0.15941305737942457,17.83299684524536,0.5049458414505352,5.241402881833542e-05
53,0.2105303922740977,0.1578856250271201,0.1578856250271201,17.937183678150177,0.513195520361478,5.0999175528369594e-05
54,0.21195122669721767,0.16469763685017824,0.16469763685017824,17.5920569896698,0.4959472665359499,4.9588298549226675e-05
55,0.2120846086166928,0.16252709738910198,0.16252709738910198,17.668471708893776,0.5052871066218358,4.818280011323154e-05
56,0.20943023650462164,0.18101849779486656,0.18101849779486656,16.82350993156433,0.4709340012486791,4.678407710712128e-05
57,0.21011216057924725,0.17958008125424385,0.17958008125424385,16.940764412283897,0.47927123821136774,4.539351968371749e-05
58,0.20929747466936807,0.16211062483489513,0.16211062483489513,17.727389484643936,0.49939373669622,4.401250988029028e-05
59,0.20848452243894852,0.1570972753688693,0.1570972753688693,18.01858812570572,0.5080889513337752,4.264242024499006e-05
60,0.20969108068789652,0.16273985244333744,0.16273985244333744,17.765364050865173,0.4933141387446085,4.1284612472708414e-05
61,0.20791793036070094,0.16139606945216656,0.16139606945216656,17.71642580628395,0.5034164621974924,3.994043605172825e-05
62,0.20775049286416858,0.16460286267101765,0.16460286267101765,17.488659396767616,0.5071411641765735,3.861122692250187e-05
63,0.2079755041300515,0.16371211223304272,0.16371211223304272,17.578779757022858,0.5039781823325029,3.729830614989284e-05
64,0.20730562365765215,0.1544161308556795,0.1544161308556795,18.040266931056976,0.5267995988979237,3.600297861021191e-05
65,0.20707020258605166,0.15819696709513664,0.15819696709513664,17.92182095348835,0.5136590466281632,3.472653169433334e-05
66,0.20664514883811683,0.158500449731946,0.158500449731946,17.800998613238335,0.5131088891503168,3.347023402819246e-05
67,0.20579068997995006,0.1620658002793789,0.1620658002793789,17.659073621034622,0.508609992939455,3.2235334211931864e-05
68,0.206319564075633,0.16117698699235916,0.16117698699235916,17.697528153657913,0.5081244275570498,3.10230595789522e-05
69,0.20579407956867432,0.15999812446534634,0.15999812446534634,17.724335566163063,0.5123936206073267,2.9834614976098643e-05
70,0.205321766929829,0.15389625076204538,0.15389625076204538,18.09135466814041,0.521625900764775,2.8671181566196604e-05
71,0.20486968818751278,0.16122329235076904,0.16122329235076904,17.67632320523262,0.5109493686322821,2.7533915654125807e-05
72,0.205152297861924,0.15699532441794872,0.15699532441794872,17.900697514414787,0.5176232787125628,2.6423947537599822e-05
73,0.20427869559699985,0.161873709410429,0.161873709410429,17.64302685856819,0.5079280654499598,2.534238038379534e-05
74,0.20240268671401251,0.15573106426745653,0.15573106426745653,17.97048069536686,0.5193529793905327,2.429028913293825e-05
75,0.2040720297956618,0.1564419288188219,0.1564419288188219,18.012961968779564,0.5159270073054358,2.326871942996321e-05
76,0.20479788805319046,0.15470173209905624,0.15470173209905624,18.01956169307232,0.5184205666810158,2.2278686585263665e-05
77,0.20385421558053804,0.1574880089610815,0.1574880089610815,17.8635423630476,0.5157380295058829,2.1321174565605075e-05
78,0.2041724522820988,0.1540313083678484,0.1540313083678484,18.056609630584717,0.521398475382739,2.039713501618805e-05
79,0.20266377566606175,0.1586191188544035,0.1586191188544035,17.787323743104935,0.5180014662619215,1.95074863148336e-05
80,0.20146713635116384,0.15652693156152964,0.15652693156152964,17.909440621733665,0.516316081128025,1.86531126592328e-05
81,0.20243901046630486,0.15788178518414497,0.15788178518414497,17.94957496225834,0.5136933667308767,1.7834863188166146e-05
82,0.2025285372572925,0.15390246268361807,0.15390246268361807,18.088373094797134,0.5236119538349158,1.705355113756797e-05
83,0.20200482530832542,0.15248195175081491,0.15248195175081491,18.169495165348053,0.5284895007280284,1.630995303227326e-05
84,0.20179173354798738,0.15740763116627932,0.15740763116627932,17.82619073987007,0.5202926416968694,1.5604807914250747e-05
85,0.2019889973731666,0.15236843843013048,0.15236843843013048,18.149402365088463,0.5289988850345253,1.493881660808898e-05
86,0.20158468006434135,0.14975238777697086,0.14975238777697086,18.321485370397568,0.5309145987121155,1.4312641024465901e-05
87,0.20194657388017512,0.1549095418304205,0.1549095418304205,18.05423602461815,0.5174661409109831,1.37269035022939e-05
88,0.200956129020879,0.15506982523947954,0.15506982523947954,18.024004697799683,0.520015412257635,1.3182186190193793e-05
89,0.20220289666929167,0.1537835579365492,0.1537835579365492,18.03458422422409,0.5251010906504234,1.2679030467913354e-05
90,0.2009062147871642,0.15350286103785038,0.15350286103785038,18.110294565558434,0.523581555004057,1.2217936408264655e-05
91,0.2009712561077327,0.1532642738893628,0.1532642738893628,18.0720803886652,0.5261189479169843,1.1799362280115105e-05
92,0.2011308360911819,0.15204899851232767,0.15204899851232767,18.20716194808483,0.5244287075911416,1.1423724092926796e-05
93,0.19972513247889281,0.1557005038484931,0.1557005038484931,17.99647904932499,0.5157653325986757,1.109139518329552e-05
94,0.19985739457899304,0.15224676113575697,0.15224676113575697,18.199161514639854,0.5249837238370674,1.0802705843902125e-05
95,0.20033639858243413,0.153201412409544,0.153201412409544,18.10051627457142,0.5240469772434153,1.0557942995243268e-05
96,0.20010163633439756,0.15228568110615015,0.15228568110615015,18.09087425470352,0.5289013112633256,1.0357349900469078e-05
97,0.19933161969635746,0.15161380358040333,0.15161380358040333,18.221404552459717,0.5231898937126971,1.0201125923610502e-05
98,0.19988864947046073,0.15499139577150345,0.15499139577150345,17.977441027760506,0.5202480819643824,1.0089426331436757e-05
99,0.2000876448373581,0.15160981845110655,0.15160981845110655,18.223242834210396,0.5299175400068634,1.0022362139139926e-05
100,0.20049940242675313,0.15454091783612967,0.15454091783612967,18.038781508803368,0.5245910098710738,1e-05
