epoch,learning_rate,train_total,train_reconstruction,train_kl,train_perceptual,train_mse,train_mae,train_psnr,train_ssim,val_total,val_reconstruction,val_kl,val_perceptual,val_mse,val_mae,val_psnr,val_ssim
86,9.183414744443904e-06,0.020119207740597334,0.01029424035117036,1.4538905140237742e-06,0.009823513484513094,0.03185640873442728,0.10378483224456694,23.533525919798528,0.6348757802242655,0.020241612981753334,0.01052080411943113,1.3763135431504137e-06,0.009719432541244091,0.03231998490051606,0.10521442042270387,23.45816299466126,0.6291051704738246
87,7.987239654118995e-06,0.020032416631573072,0.010242766809046455,1.4469663609042812e-06,0.009788202852195234,0.031753125787033064,0.10355393793810393,23.56098597065386,0.6354276112141463,0.020229305772536055,0.010552064592012734,8.320960364211373e-07,0.00967640905278672,0.032231652649977266,0.10523322447793151,23.455360034622544,0.6292887678016514
88,6.882363489054571e-06,0.020106792893647304,0.010293461602406705,1.6983820409387291e-06,0.009811632921655645,0.03181521343304739,0.10366777119675279,23.546958272003195,0.6352738414033666,0.020145577591188086,0.010501548791621658,1.0094206704714944e-06,0.00964301941958271,0.03226521230781046,0.10498592488026291,23.46782471778775,0.6298098356565256
89,5.869876628632227e-06,0.019976456372840505,0.010218636406975089,1.6026532230039088e-06,0.009756217284549801,0.03172194526668753,0.10346765712406167,23.57510526415361,0.6358164597635678,0.020335524304024275,0.010575616920899924,1.089448672617307e-06,0.009758817978275167,0.03211215121165558,0.10535062888111496,23.461438530925633,0.6293076555406213
90,4.950778275144179e-06,0.020001142414260376,0.01023350934587337,1.6668358154955285e-06,0.009765966232344743,0.03180546677363144,0.10354577480296563,23.5475085181672,0.6355618997845301,0.020042836216916226,0.010421435311256977,1.4567267026798835e-06,0.009619944106032802,0.032288942469359226,0.10489038045842448,23.473945623916162,0.629869589461422
91,4.125975467701221e-06,0.020022959132098925,0.010253545969106702,1.6127276226636205e-06,0.009767800445431176,0.03172337610915156,0.10347650497950375,23.56351879853658,0.6355204531277413,0.020011246503836854,0.01040808815311437,7.272448870362748e-07,0.009602431088111025,0.032241782495471556,0.10480989226751229,23.481907535740575,0.6300394296400104
92,3.396282187094643e-06,0.020029291020759014,0.010257190270766721,1.621000901692635e-06,0.00977047974076825,0.03178933780685451,0.10351482882034707,23.546721912591913,0.635604693674738,0.020459115990344733,0.010555420966273911,4.633860387342697e-06,0.009899061188173639,0.03249783529048478,0.10513357256454833,23.436018077765663,0.6288516960890729
93,2.762418552495474e-06,0.020062752767266857,0.010285172915692389,1.7481153314587974e-06,0.009775831751780198,0.031878558147936435,0.10366532562993233,23.54946524220529,0.6351005889723896,0.020722046482505523,0.010852404193311833,5.500710804750369e-07,0.009869092185996544,0.0319634588599271,0.10564800845200807,23.439800819669244,0.6293028763893801
94,2.225010110783804e-06,0.0200133278347997,0.010250410085738747,1.568657262637058e-06,0.009761349086462279,0.03177851865078034,0.10349286069186393,23.56925813961199,0.6352701589993369,0.020123782103515897,0.010535648950582245,7.163280326204648e-07,0.009587416772721664,0.03209213477919832,0.10511530715663353,23.470477777524184,0.6295953812228119
95,1.7845872192094631e-06,0.019996878502117295,0.010250120889395475,1.5719959656310734e-06,0.009745185589637467,0.031824438219161394,0.1035686541963665,23.55795055892578,0.6355103573269184,0.020120424461038934,0.01050966347858214,9.281306611152649e-07,0.009609832859619062,0.032164607484313844,0.10501315271784796,23.466897671083597,0.629766603999945
96,1.4415845219935408e-06,0.02000031081239148,0.01025397511954718,1.6512431826544447e-06,0.009744684456089078,0.03184398189287752,0.10360151107983792,23.56187520665502,0.6355592036302914,0.020093428959225536,0.010507419820683275,1.0205035259480046e-06,0.009584988623114837,0.032140916619824315,0.10492732761008766,23.47557696027905,0.6299292790953944
97,1.1963405213869801e-06,0.019960779577725032,0.010230635498751412,1.545881302603642e-06,0.009728598205589413,0.031717770158102024,0.10335623941651402,23.572468210923304,0.6359525600478347,0.020198528562040574,0.010567787044960107,5.180649840780457e-07,0.009630223466652382,0.032116799094088544,0.10507739002990718,23.464504622414626,0.6300116121369927
98,1.0490972436097059e-06,0.02004916053602132,0.01028540536890146,1.6691281978367823e-06,0.009762086047799731,0.031760616927200155,0.10358260923123092,23.5688296053519,0.6353141668952126,0.020065092310980203,0.010467757873680334,1.7447063265530023e-06,0.009595589760175854,0.03217928121228784,0.1049833530926252,23.472628896679367,0.6299420687154692
99,1e-06,0.019917431160069582,0.010203418391280802,1.5921082455592121e-06,0.00971242065216362,0.03172778087830217,0.10335927433996006,23.576737166028163,0.636096296411786,0.02018888512105229,0.010572125817801791,8.074114335634851e-07,0.00961595193342189,0.03207068691505392,0.10512343011847103,23.46603786132293,0.6299410231665348
